benchmark,model,item_id,metric,jrt_gold,agc_judge_score,family
arena_hard_creative,nvidia/nemotron-3-super-120b-a12b,arena_hard_creative_d0bb372215ef48ec,battle_scores,1,1.0,nvidia
arena_hard_creative,nvidia/nemotron-3-super-120b-a12b,arena_hard_creative_d794e19593944a04,battle_scores,1,1.0,nvidia
arena_hard_creative,nvidia/nemotron-3-super-120b-a12b,arena_hard_creative_e5e49adefcd44788,battle_scores,0,1.0,nvidia
arena_hard_creative,nvidia/nemotron-3-super-120b-a12b,arena_hard_creative_f54ce279e44f499b,battle_scores,1,1.0,nvidia
arena_hard_creative,nvidia/nemotron-nano-9b-v2,arena_hard_creative_0f2f4361d6834881,battle_scores,0,0.0,nvidia
arena_hard_creative,nvidia/nemotron-nano-9b-v2,arena_hard_creative_14a72b2322da4c75,battle_scores,0,0.0,nvidia
arena_hard_creative,nvidia/nemotron-nano-9b-v2,arena_hard_creative_1f1da13889f44718,battle_scores,0,0.0,nvidia
arena_hard_creative,nvidia/nemotron-nano-9b-v2,arena_hard_creative_4db7becba4cd4fe6,battle_scores,0,0.0,nvidia
arena_hard_creative,nvidia/nemotron-nano-9b-v2,arena_hard_creative_51b620f7c9864b4e,battle_scores,0,0.0,nvidia
arena_hard_creative,nvidia/nemotron-nano-9b-v2,arena_hard_creative_6b815351745040ca,battle_scores,0,0.0,nvidia
arena_hard_creative,nvidia/nemotron-nano-9b-v2,arena_hard_creative_7e06347ef1cb44d3,battle_scores,0,0.0,nvidia
arena_hard_creative,nvidia/nemotron-nano-9b-v2,arena_hard_creative_9779eb96246648a2,battle_scores,1,1.0,nvidia
arena_hard_creative,nvidia/nemotron-nano-9b-v2,arena_hard_creative_ccd3c6db5d634930,battle_scores,0,0.0,nvidia
arena_hard_creative,nvidia/nemotron-nano-9b-v2,arena_hard_creative_d4d650ad27bb4847,battle_scores,0,0.0,nvidia
arena_hard_creative,nvidia/nemotron-nano-9b-v2,arena_hard_creative_d5be6389931448f2,battle_scores,0,0.0,nvidia
arena_hard_creative,nvidia/nemotron-nano-9b-v2,arena_hard_creative_e5e49adefcd44788,battle_scores,0,0.0,nvidia
arena_hard_creative,nvidia/nemotron-nano-9b-v2,arena_hard_creative_e6d740904f544d9c,battle_scores,0,0.0,nvidia
arena_hard_creative,nvidia/nemotron-nano-9b-v2,arena_hard_creative_fe98c7b5e7114fbd,battle_scores,0,0.0,nvidia
arena_hard_creative,openai/gpt-4.1,arena_hard_creative_0f2f4361d6834881,battle_scores,1,1.0,openai
arena_hard_creative,openai/gpt-4.1,arena_hard_creative_14a72b2322da4c75,battle_scores,1,0.0,openai
arena_hard_creative,openai/gpt-4.1,arena_hard_creative_4990cc9783914d03,battle_scores,1,0.0,openai
arena_hard_creative,openai/gpt-4.1,arena_hard_creative_51b620f7c9864b4e,battle_scores,0,1.0,openai
arena_hard_creative,openai/gpt-4.1,arena_hard_creative_6b815351745040ca,battle_scores,1,0.0,openai
arena_hard_creative,openai/gpt-4.1,arena_hard_creative_844f4805cf6640ac,battle_scores,1,1.0,openai
arena_hard_creative,openai/gpt-4.1,arena_hard_creative_94357bddc26d4bd7,battle_scores,1,0.0,openai
arena_hard_creative,openai/gpt-4.1,arena_hard_creative_9779eb96246648a2,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-4.1,arena_hard_creative_ccd3c6db5d634930,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-4.1,arena_hard_creative_d14e8c2502404e98,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-4.1,arena_hard_creative_d4a34066291d423e,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-4.1,arena_hard_creative_d794e19593944a04,battle_scores,1,1.0,openai
arena_hard_creative,openai/gpt-4.1,arena_hard_creative_e5e49adefcd44788,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-4.1,arena_hard_creative_e6d740904f544d9c,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-4.1,arena_hard_creative_ee02507882d84c09,battle_scores,1,0.0,openai
arena_hard_creative,openai/gpt-4.1,arena_hard_creative_f54ce279e44f499b,battle_scores,1,0.0,openai
arena_hard_creative,openai/gpt-4.1-mini,arena_hard_creative_11dee97e1b4f4ea3,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-4.1-mini,arena_hard_creative_1f1da13889f44718,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-4.1-mini,arena_hard_creative_523cd13d9d364fbf,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-4.1-mini,arena_hard_creative_6b815351745040ca,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-4.1-mini,arena_hard_creative_921fd13846614afe,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-4.1-mini,arena_hard_creative_94357bddc26d4bd7,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-4.1-mini,arena_hard_creative_958d9749d925405a,battle_scores,0,1.0,openai
arena_hard_creative,openai/gpt-4.1-mini,arena_hard_creative_972bf36d029a488d,battle_scores,1,1.0,openai
arena_hard_creative,openai/gpt-4.1-mini,arena_hard_creative_9779eb96246648a2,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-4.1-mini,arena_hard_creative_c82d641da336480f,battle_scores,0,1.0,openai
arena_hard_creative,openai/gpt-4.1-mini,arena_hard_creative_d4a34066291d423e,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-4.1-mini,arena_hard_creative_e4633331d1254657,battle_scores,1,0.0,openai
arena_hard_creative,openai/gpt-4.1-mini,arena_hard_creative_ee02507882d84c09,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-4.1-mini,arena_hard_creative_ee759c90d0094561,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-4.1-mini,arena_hard_creative_f54ce279e44f499b,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-4.1-mini,arena_hard_creative_fe98c7b5e7114fbd,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-4o,arena_hard_creative_297fa945fb564464,battle_scores,1,0.0,openai
arena_hard_creative,openai/gpt-4o,arena_hard_creative_4ddafb8ebf8c4ef6,battle_scores,1,1.0,openai
arena_hard_creative,openai/gpt-4o,arena_hard_creative_844f4805cf6640ac,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-4o,arena_hard_creative_94357bddc26d4bd7,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-4o,arena_hard_creative_c70af129d895412c,battle_scores,1,0.0,openai
arena_hard_creative,openai/gpt-4o,arena_hard_creative_ee02507882d84c09,battle_scores,1,0.0,openai
arena_hard_creative,openai/gpt-4o,arena_hard_creative_f272aa29771e44fb,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-4o,arena_hard_creative_f8f1280c553f4be3,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-4o-mini,arena_hard_creative_14a72b2322da4c75,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-4o-mini,arena_hard_creative_70dc029ac785461c,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-4o-mini,arena_hard_creative_87984e4e12a34adb,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-4o-mini,arena_hard_creative_94357bddc26d4bd7,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-4o-mini,arena_hard_creative_972aff8377344e1d,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-4o-mini,arena_hard_creative_ccd3c6db5d634930,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-4o-mini,arena_hard_creative_f2f82cb8d5ea415d,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-5.1,arena_hard_creative_11dee97e1b4f4ea3,battle_scores,1,1.0,openai
arena_hard_creative,openai/gpt-5.1,arena_hard_creative_1f1da13889f44718,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-5.1,arena_hard_creative_4db7becba4cd4fe6,battle_scores,1,1.0,openai
arena_hard_creative,openai/gpt-5.1,arena_hard_creative_4ddafb8ebf8c4ef6,battle_scores,1,1.0,openai
arena_hard_creative,openai/gpt-5.1,arena_hard_creative_54616c346ff84293,battle_scores,1,0.0,openai
arena_hard_creative,openai/gpt-5.1,arena_hard_creative_6b815351745040ca,battle_scores,0,1.0,openai
arena_hard_creative,openai/gpt-5.1,arena_hard_creative_94357bddc26d4bd7,battle_scores,1,1.0,openai
arena_hard_creative,openai/gpt-5.1,arena_hard_creative_958d9749d925405a,battle_scores,1,1.0,openai
arena_hard_creative,openai/gpt-5.1,arena_hard_creative_98529fe367fb47d9,battle_scores,1,1.0,openai
arena_hard_creative,openai/gpt-5.1,arena_hard_creative_c70af129d895412c,battle_scores,1,1.0,openai
arena_hard_creative,openai/gpt-5.1,arena_hard_creative_d14e8c2502404e98,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-5.1,arena_hard_creative_d4a34066291d423e,battle_scores,1,1.0,openai
arena_hard_creative,openai/gpt-5.1,arena_hard_creative_e6d740904f544d9c,battle_scores,1,1.0,openai
arena_hard_creative,openai/gpt-5.1,arena_hard_creative_f2f82cb8d5ea415d,battle_scores,0,1.0,openai
arena_hard_creative,openai/gpt-5.1,arena_hard_creative_f54ce279e44f499b,battle_scores,1,1.0,openai
arena_hard_creative,openai/gpt-5.1,arena_hard_creative_f8f1280c553f4be3,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-5.4,arena_hard_creative_11dee97e1b4f4ea3,battle_scores,1,1.0,openai
arena_hard_creative,openai/gpt-5.4,arena_hard_creative_1f1da13889f44718,battle_scores,1,1.0,openai
arena_hard_creative,openai/gpt-5.4,arena_hard_creative_4990cc9783914d03,battle_scores,1,1.0,openai
arena_hard_creative,openai/gpt-5.4,arena_hard_creative_70dc029ac785461c,battle_scores,1,1.0,openai
arena_hard_creative,openai/gpt-5.4,arena_hard_creative_7279f98b9e47479f,battle_scores,0,1.0,openai
arena_hard_creative,openai/gpt-5.4,arena_hard_creative_72f30d4c8ac24306,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-5.4,arena_hard_creative_9779eb96246648a2,battle_scores,1,1.0,openai
arena_hard_creative,openai/gpt-5.4,arena_hard_creative_e9f4fa355cd64245,battle_scores,1,1.0,openai
arena_hard_creative,openai/gpt-5.4,arena_hard_creative_f54ce279e44f499b,battle_scores,1,1.0,openai
arena_hard_creative,openai/gpt-5.4,arena_hard_creative_fe98c7b5e7114fbd,battle_scores,1,1.0,openai
arena_hard_creative,openai/gpt-5.4-mini,arena_hard_creative_1f1da13889f44718,battle_scores,1,1.0,openai
arena_hard_creative,openai/gpt-5.4-mini,arena_hard_creative_4990cc9783914d03,battle_scores,1,1.0,openai
arena_hard_creative,openai/gpt-5.4-mini,arena_hard_creative_51b620f7c9864b4e,battle_scores,1,1.0,openai
arena_hard_creative,openai/gpt-5.4-mini,arena_hard_creative_70dc029ac785461c,battle_scores,0,1.0,openai
arena_hard_creative,openai/gpt-5.4-mini,arena_hard_creative_7e06347ef1cb44d3,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-5.4-mini,arena_hard_creative_934879a5b80a421b,battle_scores,1,1.0,openai
arena_hard_creative,openai/gpt-5.4-mini,arena_hard_creative_9779eb96246648a2,battle_scores,1,1.0,openai
arena_hard_creative,openai/gpt-5.4-mini,arena_hard_creative_e5e49adefcd44788,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-5.4-mini,arena_hard_creative_e6d740904f544d9c,battle_scores,1,1.0,openai
arena_hard_creative,openai/gpt-5.4-mini,arena_hard_creative_f8f1280c553f4be3,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-5.4-mini,arena_hard_creative_fe98c7b5e7114fbd,battle_scores,1,0.0,openai
arena_hard_creative,openai/gpt-5.4-nano,arena_hard_creative_94357bddc26d4bd7,battle_scores,1,1.0,openai
arena_hard_creative,openai/gpt-5.4-nano,arena_hard_creative_972aff8377344e1d,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-5.4-nano,arena_hard_creative_ccd3c6db5d634930,battle_scores,1,0.0,openai
arena_hard_creative,openai/gpt-5.4-nano,arena_hard_creative_d4a34066291d423e,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-5.4-nano,arena_hard_creative_d794e19593944a04,battle_scores,1,0.0,openai
arena_hard_creative,openai/gpt-5.4-nano,arena_hard_creative_e9f4fa355cd64245,battle_scores,1,1.0,openai
arena_hard_creative,openai/gpt-5.4-nano,arena_hard_creative_f2f82cb8d5ea415d,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-5.5,arena_hard_creative_14a72b2322da4c75,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-5.5,arena_hard_creative_297fa945fb564464,battle_scores,1,1.0,openai
arena_hard_creative,openai/gpt-5.5,arena_hard_creative_921fd13846614afe,battle_scores,1,1.0,openai
arena_hard_creative,openai/gpt-5.5,arena_hard_creative_94357bddc26d4bd7,battle_scores,1,1.0,openai
arena_hard_creative,openai/gpt-5.5,arena_hard_creative_d0bb372215ef48ec,battle_scores,1,1.0,openai
arena_hard_creative,openai/gpt-5.5,arena_hard_creative_d4a34066291d423e,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-5.5,arena_hard_creative_d5be6389931448f2,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-5.5,arena_hard_creative_f272aa29771e44fb,battle_scores,0,0.0,openai
arena_hard_creative,openai/gpt-5.5,arena_hard_creative_f54ce279e44f499b,battle_scores,0,1.0,openai
arena_hard_creative,openai/gpt-5.5,arena_hard_creative_fe98c7b5e7114fbd,battle_scores,0,0.0,openai
arena_hard_creative,qwen/qwen-turbo,arena_hard_creative_0951d9a616854f3a,battle_scores,0,0.0,qwen
arena_hard_creative,qwen/qwen-turbo,arena_hard_creative_11dee97e1b4f4ea3,battle_scores,0,0.0,qwen
arena_hard_creative,qwen/qwen-turbo,arena_hard_creative_1f1da13889f44718,battle_scores,0,1.0,qwen
arena_hard_creative,qwen/qwen-turbo,arena_hard_creative_297fa945fb564464,battle_scores,1,1.0,qwen
arena_hard_creative,qwen/qwen-turbo,arena_hard_creative_4990cc9783914d03,battle_scores,0,0.0,qwen
arena_hard_creative,qwen/qwen-turbo,arena_hard_creative_523cd13d9d364fbf,battle_scores,0,0.0,qwen
arena_hard_creative,qwen/qwen-turbo,arena_hard_creative_87984e4e12a34adb,battle_scores,0,1.0,qwen
arena_hard_creative,qwen/qwen-turbo,arena_hard_creative_934879a5b80a421b,battle_scores,1,0.0,qwen
arena_hard_creative,qwen/qwen-turbo,arena_hard_creative_972aff8377344e1d,battle_scores,0,0.0,qwen
arena_hard_creative,qwen/qwen-turbo,arena_hard_creative_972bf36d029a488d,battle_scores,0,0.0,qwen
arena_hard_creative,qwen/qwen-turbo,arena_hard_creative_c82d641da336480f,battle_scores,0,0.0,qwen
arena_hard_creative,qwen/qwen-turbo,arena_hard_creative_d5be6389931448f2,battle_scores,0,0.0,qwen
arena_hard_creative,qwen/qwen-turbo,arena_hard_creative_d794e19593944a04,battle_scores,0,0.0,qwen
arena_hard_creative,qwen/qwen-turbo,arena_hard_creative_e5e49adefcd44788,battle_scores,0,0.0,qwen
arena_hard_creative,qwen/qwen-turbo,arena_hard_creative_e8ba8a5d82944b46,battle_scores,0,0.0,qwen
arena_hard_creative,qwen/qwen3-14b,arena_hard_creative_14a72b2322da4c75,battle_scores,0,0.0,qwen
arena_hard_creative,qwen/qwen3-14b,arena_hard_creative_4db7becba4cd4fe6,battle_scores,1,1.0,qwen
arena_hard_creative,qwen/qwen3-14b,arena_hard_creative_6b815351745040ca,battle_scores,0,0.0,qwen
arena_hard_creative,qwen/qwen3-14b,arena_hard_creative_844f4805cf6640ac,battle_scores,1,0.0,qwen
arena_hard_creative,qwen/qwen3-14b,arena_hard_creative_87984e4e12a34adb,battle_scores,1,1.0,qwen
arena_hard_creative,qwen/qwen3-14b,arena_hard_creative_94357bddc26d4bd7,battle_scores,1,1.0,qwen
arena_hard_creative,qwen/qwen3-14b,arena_hard_creative_e9f4fa355cd64245,battle_scores,1,1.0,qwen
arena_hard_creative,qwen/qwen3-14b,arena_hard_creative_ee02507882d84c09,battle_scores,1,1.0,qwen
arena_hard_creative,qwen/qwen3-14b,arena_hard_creative_f54ce279e44f499b,battle_scores,1,1.0,qwen
arena_hard_creative,qwen/qwen3-14b,arena_hard_creative_f8f1280c553f4be3,battle_scores,0,0.0,qwen
arena_hard_creative,qwen/qwen3-next-80b-a3b-instruct,arena_hard_creative_0951d9a616854f3a,battle_scores,0,1.0,qwen
arena_hard_creative,qwen/qwen3-next-80b-a3b-instruct,arena_hard_creative_4db7becba4cd4fe6,battle_scores,1,1.0,qwen
arena_hard_creative,qwen/qwen3-next-80b-a3b-instruct,arena_hard_creative_958d9749d925405a,battle_scores,0,1.0,qwen
arena_hard_creative,qwen/qwen3-next-80b-a3b-instruct,arena_hard_creative_972bf36d029a488d,battle_scores,0,0.0,qwen
arena_hard_creative,qwen/qwen3-next-80b-a3b-instruct,arena_hard_creative_c70af129d895412c,battle_scores,0,1.0,qwen
arena_hard_creative,qwen/qwen3-next-80b-a3b-instruct,arena_hard_creative_d14e8c2502404e98,battle_scores,1,1.0,qwen
arena_hard_creative,qwen/qwen3-next-80b-a3b-instruct,arena_hard_creative_e4633331d1254657,battle_scores,1,1.0,qwen
arena_hard_creative,qwen/qwen3-next-80b-a3b-instruct,arena_hard_creative_e6d740904f544d9c,battle_scores,1,1.0,qwen
arena_hard_creative,qwen/qwen3-next-80b-a3b-instruct,arena_hard_creative_ee759c90d0094561,battle_scores,1,1.0,qwen
arena_hard_creative,qwen/qwen3-next-80b-a3b-instruct,arena_hard_creative_fe98c7b5e7114fbd,battle_scores,0,0.0,qwen
arena_hard_creative,qwen/qwen3.5-flash-02-23,arena_hard_creative_0f2f4361d6834881,battle_scores,1,1.0,qwen
arena_hard_creative,qwen/qwen3.5-flash-02-23,arena_hard_creative_14a72b2322da4c75,battle_scores,1,1.0,qwen
arena_hard_creative,qwen/qwen3.5-flash-02-23,arena_hard_creative_4db7becba4cd4fe6,battle_scores,1,1.0,qwen
arena_hard_creative,qwen/qwen3.5-flash-02-23,arena_hard_creative_72f30d4c8ac24306,battle_scores,0,0.0,qwen
arena_hard_creative,qwen/qwen3.5-flash-02-23,arena_hard_creative_8fcada15601b4043,battle_scores,1,1.0,qwen
arena_hard_creative,qwen/qwen3.5-flash-02-23,arena_hard_creative_958d9749d925405a,battle_scores,1,1.0,qwen
arena_hard_creative,qwen/qwen3.5-flash-02-23,arena_hard_creative_c70af129d895412c,battle_scores,1,0.0,qwen
arena_hard_creative,qwen/qwen3.5-flash-02-23,arena_hard_creative_c82d641da336480f,battle_scores,1,1.0,qwen
arena_hard_creative,qwen/qwen3.5-flash-02-23,arena_hard_creative_d0bb372215ef48ec,battle_scores,0,1.0,qwen
arena_hard_creative,qwen/qwen3.5-flash-02-23,arena_hard_creative_d794e19593944a04,battle_scores,1,1.0,qwen
arena_hard_creative,qwen/qwen3.5-flash-02-23,arena_hard_creative_e4633331d1254657,battle_scores,1,1.0,qwen
arena_hard_creative,qwen/qwen3.5-flash-02-23,arena_hard_creative_e5e49adefcd44788,battle_scores,0,0.0,qwen
arena_hard_creative,qwen/qwen3.5-flash-02-23,arena_hard_creative_e6d740904f544d9c,battle_scores,0,0.0,qwen
arena_hard_creative,qwen/qwen3.5-flash-02-23,arena_hard_creative_e8ba8a5d82944b46,battle_scores,1,1.0,qwen
arena_hard_creative,qwen/qwen3.5-flash-02-23,arena_hard_creative_ee02507882d84c09,battle_scores,1,1.0,qwen
arena_hard_creative,qwen/qwen3.5-flash-02-23,arena_hard_creative_ee759c90d0094561,battle_scores,1,1.0,qwen
arena_hard_creative,qwen/qwen3.5-flash-02-23,arena_hard_creative_f272aa29771e44fb,battle_scores,1,1.0,qwen
arena_hard_creative,tencent/hunyuan-a13b-instruct,arena_hard_creative_0f2f4361d6834881,battle_scores,0,0.0,tencent
arena_hard_creative,tencent/hunyuan-a13b-instruct,arena_hard_creative_4ddafb8ebf8c4ef6,battle_scores,0,0.0,tencent
arena_hard_creative,tencent/hunyuan-a13b-instruct,arena_hard_creative_51b620f7c9864b4e,battle_scores,1,1.0,tencent
arena_hard_creative,tencent/hunyuan-a13b-instruct,arena_hard_creative_523cd13d9d364fbf,battle_scores,0,0.0,tencent
arena_hard_creative,tencent/hunyuan-a13b-instruct,arena_hard_creative_54616c346ff84293,battle_scores,0,0.0,tencent
arena_hard_creative,tencent/hunyuan-a13b-instruct,arena_hard_creative_70dc029ac785461c,battle_scores,0,0.0,tencent
arena_hard_creative,tencent/hunyuan-a13b-instruct,arena_hard_creative_921fd13846614afe,battle_scores,1,1.0,tencent
arena_hard_creative,tencent/hunyuan-a13b-instruct,arena_hard_creative_9779eb96246648a2,battle_scores,1,0.0,tencent
arena_hard_creative,tencent/hunyuan-a13b-instruct,arena_hard_creative_d794e19593944a04,battle_scores,0,0.0,tencent
arena_hard_creative,tencent/hunyuan-a13b-instruct,arena_hard_creative_e9f4fa355cd64245,battle_scores,1,0.0,tencent
arena_hard_creative,tencent/hunyuan-a13b-instruct,arena_hard_creative_f54ce279e44f499b,battle_scores,0,0.0,tencent
arena_hard_creative,z-ai/glm-4.5v,arena_hard_creative_0f2f4361d6834881,battle_scores,1,1.0,z-ai
arena_hard_creative,z-ai/glm-4.5v,arena_hard_creative_11dee97e1b4f4ea3,battle_scores,1,1.0,z-ai
arena_hard_creative,z-ai/glm-4.5v,arena_hard_creative_14a72b2322da4c75,battle_scores,0,1.0,z-ai
arena_hard_creative,z-ai/glm-4.5v,arena_hard_creative_4ddafb8ebf8c4ef6,battle_scores,1,1.0,z-ai
arena_hard_creative,z-ai/glm-4.5v,arena_hard_creative_54616c346ff84293,battle_scores,0,0.0,z-ai
arena_hard_creative,z-ai/glm-4.5v,arena_hard_creative_934879a5b80a421b,battle_scores,1,1.0,z-ai
arena_hard_creative,z-ai/glm-4.5v,arena_hard_creative_98529fe367fb47d9,battle_scores,0,1.0,z-ai
arena_hard_creative,z-ai/glm-4.5v,arena_hard_creative_ccd3c6db5d634930,battle_scores,1,0.0,z-ai
arena_hard_creative,z-ai/glm-4.5v,arena_hard_creative_e9f4fa355cd64245,battle_scores,1,1.0,z-ai
arena_hard_creative,z-ai/glm-4.5v,arena_hard_creative_ee759c90d0094561,battle_scores,1,1.0,z-ai
arena_hard_creative,z-ai/glm-4.5v,arena_hard_creative_f8f1280c553f4be3,battle_scores,1,1.0,z-ai
arena_hard_creative,z-ai/glm-4.6,arena_hard_creative_0951d9a616854f3a,battle_scores,1,1.0,z-ai
arena_hard_creative,z-ai/glm-4.6,arena_hard_creative_11dee97e1b4f4ea3,battle_scores,1,1.0,z-ai
arena_hard_creative,z-ai/glm-4.6,arena_hard_creative_297fa945fb564464,battle_scores,1,1.0,z-ai
arena_hard_creative,z-ai/glm-4.6,arena_hard_creative_54616c346ff84293,battle_scores,0,0.0,z-ai
arena_hard_creative,z-ai/glm-4.6,arena_hard_creative_7e06347ef1cb44d3,battle_scores,0,0.0,z-ai
arena_hard_creative,z-ai/glm-4.6,arena_hard_creative_921fd13846614afe,battle_scores,1,1.0,z-ai
arena_hard_creative,z-ai/glm-4.6,arena_hard_creative_958d9749d925405a,battle_scores,1,1.0,z-ai
arena_hard_creative,z-ai/glm-4.6,arena_hard_creative_c70af129d895412c,battle_scores,0,0.0,z-ai
arena_hard_creative,z-ai/glm-4.6,arena_hard_creative_c82d641da336480f,battle_scores,1,1.0,z-ai
arena_hard_creative,z-ai/glm-4.6,arena_hard_creative_ccd3c6db5d634930,battle_scores,0,0.0,z-ai
arena_hard_creative,z-ai/glm-4.6,arena_hard_creative_d5be6389931448f2,battle_scores,0,0.0,z-ai
arena_hard_creative,z-ai/glm-4.6,arena_hard_creative_e9f4fa355cd64245,battle_scores,1,1.0,z-ai
arena_hard_creative,z-ai/glm-4.6,arena_hard_creative_ee02507882d84c09,battle_scores,1,1.0,z-ai
arena_hard_creative,z-ai/glm-4.7,arena_hard_creative_14a72b2322da4c75,battle_scores,1,1.0,z-ai
arena_hard_creative,z-ai/glm-4.7,arena_hard_creative_4990cc9783914d03,battle_scores,0,0.0,z-ai
arena_hard_creative,z-ai/glm-4.7,arena_hard_creative_4ddafb8ebf8c4ef6,battle_scores,1,1.0,z-ai
arena_hard_creative,z-ai/glm-4.7,arena_hard_creative_72f30d4c8ac24306,battle_scores,0,0.0,z-ai
arena_hard_creative,z-ai/glm-4.7,arena_hard_creative_7e06347ef1cb44d3,battle_scores,0,0.0,z-ai
arena_hard_creative,z-ai/glm-4.7,arena_hard_creative_921fd13846614afe,battle_scores,1,1.0,z-ai
arena_hard_creative,z-ai/glm-4.7,arena_hard_creative_958d9749d925405a,battle_scores,0,1.0,z-ai
arena_hard_creative,z-ai/glm-4.7,arena_hard_creative_ccd3c6db5d634930,battle_scores,0,0.0,z-ai
arena_hard_creative,z-ai/glm-4.7,arena_hard_creative_d0bb372215ef48ec,battle_scores,1,1.0,z-ai
arena_hard_creative,z-ai/glm-4.7,arena_hard_creative_d14e8c2502404e98,battle_scores,1,1.0,z-ai
arena_hard_creative,z-ai/glm-4.7,arena_hard_creative_e4633331d1254657,battle_scores,1,1.0,z-ai
arena_hard_creative,z-ai/glm-4.7,arena_hard_creative_e6d740904f544d9c,battle_scores,1,1.0,z-ai
arena_hard_creative,z-ai/glm-4.7,arena_hard_creative_f54ce279e44f499b,battle_scores,1,1.0,z-ai
arena_hard_creative,z-ai/glm-5-turbo,arena_hard_creative_0f2f4361d6834881,battle_scores,1,1.0,z-ai
arena_hard_creative,z-ai/glm-5-turbo,arena_hard_creative_1f1da13889f44718,battle_scores,1,1.0,z-ai
arena_hard_creative,z-ai/glm-5-turbo,arena_hard_creative_297fa945fb564464,battle_scores,1,1.0,z-ai
arena_hard_creative,z-ai/glm-5-turbo,arena_hard_creative_4990cc9783914d03,battle_scores,0,0.0,z-ai
arena_hard_creative,z-ai/glm-5-turbo,arena_hard_creative_4ddafb8ebf8c4ef6,battle_scores,1,1.0,z-ai
arena_hard_creative,z-ai/glm-5-turbo,arena_hard_creative_70dc029ac785461c,battle_scores,0,1.0,z-ai
arena_hard_creative,z-ai/glm-5-turbo,arena_hard_creative_7279f98b9e47479f,battle_scores,0,1.0,z-ai
arena_hard_creative,z-ai/glm-5-turbo,arena_hard_creative_7e06347ef1cb44d3,battle_scores,0,0.0,z-ai
arena_hard_creative,z-ai/glm-5-turbo,arena_hard_creative_87984e4e12a34adb,battle_scores,1,1.0,z-ai
arena_hard_creative,z-ai/glm-5-turbo,arena_hard_creative_972bf36d029a488d,battle_scores,0,0.0,z-ai
arena_hard_creative,z-ai/glm-5-turbo,arena_hard_creative_9779eb96246648a2,battle_scores,0,1.0,z-ai
arena_hard_creative,z-ai/glm-5-turbo,arena_hard_creative_98529fe367fb47d9,battle_scores,1,1.0,z-ai
arena_hard_creative,z-ai/glm-5-turbo,arena_hard_creative_d5be6389931448f2,battle_scores,1,1.0,z-ai
arena_hard_creative,z-ai/glm-5.1,arena_hard_creative_0951d9a616854f3a,battle_scores,1,1.0,z-ai
arena_hard_creative,z-ai/glm-5.1,arena_hard_creative_4990cc9783914d03,battle_scores,0,1.0,z-ai
arena_hard_creative,z-ai/glm-5.1,arena_hard_creative_4ddafb8ebf8c4ef6,battle_scores,1,1.0,z-ai
arena_hard_creative,z-ai/glm-5.1,arena_hard_creative_523cd13d9d364fbf,battle_scores,1,1.0,z-ai
arena_hard_creative,z-ai/glm-5.1,arena_hard_creative_7279f98b9e47479f,battle_scores,1,1.0,z-ai
