entity_type,entity_id,novelty,diversity,z_novelty,z_diversity,composite,n_tasks,valid_rate,is_release_entity
llm,deepseek/deepseek-v3.2-exp,0.7909568385755915,0.3922181964664861,0.43012240864091417,-0.05359551708074077,0.1882634457800867,5,1.0,True
llm,google/gemini-2.5-flash,0.7050949920657565,0.42211233958639643,-1.396614254645571,0.10729502759333234,-1.481066095661363,5,,True
llm,google/gemma-2-27b-it,0.7908086436640894,0.370854595114599,0.4121374178158489,-0.2471828570352239,0.08247728039031252,5,1.0,True
llm,google/gemma-3-12b-it,0.7921087255297035,0.42615274920301793,0.38413618034019925,0.19977216125429043,0.29195417079724484,5,1.0,True
llm,google/gemma-3-27b-it,0.7917969927658554,0.39257123645890596,0.3863016115429023,-0.08890414079765269,0.14869873537262485,5,1.0,True
llm,google/gemma-3-4b-it,0.7898872325951601,0.37785879396741406,0.3199131475638843,-0.20074190139178266,0.05958562308605081,5,1.0,True
llm,google/gemma-4-26b-a4b-it,0.7939671118733209,0.3880857032680363,0.5238629808879844,-0.09752534983025356,0.21316881552886544,5,1.0,True
llm,google/gemma-4-31b-it,0.7934683663353628,0.41491452880414686,0.4784225014880853,0.07972041078519751,0.2790714561366414,5,1.0,True
llm,ibm-granite/granite-4.0-h-micro,0.7732245184075278,0.32354526224019625,-0.08709206586375992,-0.7102821518328359,-0.3986871088482979,5,1.0,True
llm,meta-llama/llama-3-8b-instruct,0.7807809541915443,0.3651285872957633,-0.037375478761930925,-0.2977783209858277,-0.16757689987387933,5,1.0,True
llm,meta-llama/llama-3.1-70b-instruct,0.7828091130640902,0.36120357044820556,-0.03977945565143992,-0.29137319523745014,-0.16557632544444503,5,1.0,True
llm,meta-llama/llama-3.1-8b-instruct,0.7858531652729963,0.3691487068923487,0.09965852160081239,-0.2354162734223164,-0.067878875910752,5,1.0,True
llm,meta-llama/llama-3.2-11b-vision-instruct,0.7872596724188446,0.36795979463187956,0.13384764925009743,-0.2616222297241702,-0.06388729023703638,5,1.0,True
llm,meta-llama/llama-3.2-3b-instruct,0.779218013564791,0.36543554522765603,-0.17936349753473357,-0.287187834907029,-0.23327566622088125,5,1.0,True
llm,meta-llama/llama-3.3-70b-instruct,0.7817987601884099,0.35981183191962246,-0.13063454990157605,-0.3068527109623127,-0.2187436304319444,5,1.0,True
llm,meta-llama/llama-4-maverick,0.7834085938888166,0.39158532692662334,-0.03929985190463352,-0.08174737202634988,-0.06052361196549172,5,1.0,True
llm,meta-llama/llama-4-scout,0.7848845745823816,0.3685145455869619,0.05100566095992711,-0.2649004016494586,-0.10694737034476573,5,1.0,True
llm,minimax/minimax-01,0.7820791965310218,0.37552320512750303,0.0454723727532922,-0.2277670815622134,-0.0911473544044606,5,1.0,True
llm,mistralai/ministral-8b-2512,0.8003947783294985,0.415544145789861,0.7788816144041009,0.09632644549240799,0.4376040299482543,5,1.0,True
llm,mistralai/mistral-large-2512,0.7921048820928285,0.3683472213346655,0.3514995237861894,-0.2874413197744446,0.032029102005872404,5,1.0,True
llm,mistralai/mistral-medium-3.1,0.7946121321359197,0.4429105554466522,0.4767540825622979,0.3602406616240164,0.4184973720931572,5,1.0,True
llm,mistralai/mistral-nemo,0.7794064220223119,0.366135817719264,-0.06058026611413647,-0.27326619507159383,-0.16692323059286515,5,1.0,True
llm,mistralai/mistral-small-3.1-24b-instruct,0.780994367109504,0.37630631874830917,0.06554137811050162,-0.20729997274558745,-0.07087929731754292,5,1.0,True
llm,mistralai/mixtral-8x22b-instruct,0.7886648685364783,0.37241525551854915,0.28453112242674905,-0.24465626138812188,0.01993743051931359,5,1.0,True
llm,mistralai/pixtral-large-2411,0.7811880305826329,0.36281953032609976,-0.007302068123292105,-0.30864350837213456,-0.15797278824771335,5,1.0,True
llm,moonshotai/kimi-k2-0905,0.8034838891054997,0.42662461702853677,0.8522735897268161,0.21145376139318484,0.5318636755600005,5,1.0,True
llm,moonshotai/kimi-k2.5,0.7670462308220035,0.3899066022783207,-0.1677218341700096,-0.060956791554003756,-0.11433931286200671,5,0.96,True
llm,moonshotai/kimi-k2.6,0.7954773053812766,0.39771234207368056,0.62716581253043,0.03063481486214259,0.3289003136962863,5,1.0,True
llm,nex-agi/deepseek-v3.1-nex-n1,0.7853699683472853,0.38542845404208154,0.1526245947427955,-0.09552422826734724,0.028550183237724125,5,1.0,True
llm,nousresearch/hermes-3-llama-3.1-405b,0.7856941619491489,0.36681968046391883,0.15055936366446754,-0.2813217527285393,-0.06538119453203586,5,1.0,True
llm,nousresearch/hermes-3-llama-3.1-70b,0.7718417810536901,0.35044443566638067,-0.44354877342626764,-0.42594439538890294,-0.3880276145373287,5,0.96,True
llm,nousresearch/hermes-4-405b,0.7871423486237032,0.3896547917373164,0.22323833831684176,-0.08692610839479799,0.06815611496102188,5,1.0,True
llm,nousresearch/hermes-4-70b,0.7879196555339608,0.3813847486479456,0.2547506910050453,-0.15441470965901533,0.05016799067301501,5,1.0,True
llm,nvidia/nemotron-3-super-120b-a12b,0.7935143902825614,0.3917091941308799,0.49277216030216114,-0.09765520538973735,0.19755847745621188,5,1.0,True
llm,nvidia/nemotron-nano-12b-v2-vl,0.7860434436456739,0.36995696558444635,0.23296584092380135,-0.2437934180008956,-0.005413788538547149,5,1.0,True
llm,nvidia/nemotron-nano-9b-v2,0.7875893015955516,0.3981507236993354,0.23123754071560434,0.001468855802434521,0.11635319825901944,5,1.0,True
llm,openai/gpt-4.1,0.7938900047285528,0.3830607036343466,0.5132924739399124,-0.11089016401171173,0.20120115496410035,5,1.0,True
llm,openai/gpt-4.1-mini,0.7891737390965213,0.369433639871934,0.382000090900621,-0.2671586497064926,0.05742072059706418,5,1.0,True
llm,openai/gpt-4o,0.7862008498858991,0.35894665729073116,0.19273426556551604,-0.31141675812785613,-0.05934124628117006,5,1.0,True
llm,openai/gpt-4o-mini,0.7826557147354418,0.38330808584732967,0.11865947622203021,-0.15663090493677398,-0.018985714357371886,5,1.0,True
llm,openai/gpt-5.1,0.7981105651866646,0.40858710318341557,0.5866188996397866,0.09790716742281333,0.34226303353129994,5,1.0,True
llm,openai/gpt-5.4,0.7968366664007995,0.39547076157206124,0.6264956213413877,-0.007603541108189111,0.3094460401165993,5,1.0,True
llm,openai/gpt-5.4-mini,0.787969075929263,0.3875008236662812,0.3400931262656711,-0.09846682318094764,0.12081315154236175,5,1.0,True
llm,openai/gpt-5.4-nano,0.7975154265219053,0.4074497920409375,0.6296244300224725,0.022130079006711757,0.3258772545145921,5,1.0,True
llm,openai/gpt-5.5,0.7963901612408775,0.38264506572918244,0.5590127386780163,-0.12934738872953383,0.21483267497424122,5,1.0,True
llm,qwen/qwen-turbo,0.7882549130601424,0.3712285854915931,0.30425616390471405,-0.23764278871828276,0.03330668759321564,5,1.0,True
llm,qwen/qwen3-14b,0.7893047873246494,0.3668324766433673,0.4100030924189852,-0.2932125035373782,0.05839529444080346,5,1.0,True
llm,qwen/qwen3-next-80b-a3b-instruct,0.7967608969111417,0.4035013080888236,0.6053066396417968,0.054509733256310436,0.3299081864490536,5,1.0,True
llm,qwen/qwen3.5-flash-02-23,0.7934854471048159,0.40010790880614433,0.4624808756946285,-0.015680402080908408,0.22340023680686003,5,1.0,True
llm,tencent/hunyuan-a13b-instruct,0.7852689763055333,0.3914180096342625,0.17571458108020374,-0.10876520877679208,0.03347468615170584,5,1.0,True
llm,z-ai/glm-4.5v,0.7913051004309783,0.3895691223640663,0.4715699204834616,-0.10631785852841817,0.18262603097752167,5,1.0,True
llm,z-ai/glm-4.6,0.7920675964863338,0.38042802910869317,0.5099825067808417,-0.1722767661610018,0.1688528703099199,5,1.0,True
llm,z-ai/glm-4.7,0.7920881529335023,0.3791848902736609,0.44464430780139763,-0.1735540957015151,0.13554510604994124,5,1.0,True
llm,z-ai/glm-5,0.7944984259931036,0.4039529497280146,0.5891488588641595,0.008492622555348762,0.2988207407097542,5,1.0,True
llm,z-ai/glm-5-turbo,0.7997825756304899,0.3970511682461395,0.6984125408517194,-1.602257223655146e-05,0.34919825913974145,5,1.0,True
llm,z-ai/glm-5.1,0.7927726891605069,0.4033203915634444,0.4192248185711729,0.029596290206977745,0.2244105543890753,5,1.0,True
